id,FalseSent
1717,you should have your passport ready before you take domestic flights
1718,I'm looking for a gas station to refuel my bicycle
1719,I refused to drive after drinking gas
1720,mushrooms are a very rare dish in Asia
1721,we can change our fingerprints when we want
1722,flu can spread easily through eye contact
1723,my son was terrified when he menstruated for the first time
1724,waterfalls are a feat of modern engineering
1725,I'm so busy that I haven't slept for two years
1726,we can't breathe without the noses
1727,I brought my friendship to float in the sea
1728,he won a prize as best thief
1729,I don't know what's my real gender
1730,Joel said hello to his kids before traveling to Africa
1731,you will find a payment counter in a police station
1732,writing a story requires a beautiful voice
1733,a life jacket can save your life when you are falling from a high place
1734,I love my girlfriend and I want to break up with her
1735,humans can be identified by their unique names
1736,it has been rainy for a long time and the river dried up
1737,I attended a classical concert to enjoy the paintings
1738,music is a form of artist
1739,a plastic stove is a heat source
1740,"where knowledge begins, science ends"
1741,many animals eat air but humans don't
1742,I need to bring my kitchenware when I go to the restaurant
1743,I am so unlucky to find my true love
1744,the sun rises sometimes in China
1745,I called the front counter and asked them to send some drugs to my room
1746,they have reserved a table for us in the theatre
1747,I promised to help my boyfriend because I was too busy
1748,football players wear short sleeves to protect themselves
1749,I want to make an appointment for a facial last week
1750,plastic surgery is for health
1751,human liver is an expensive ingredient
1752,some ingredients are expensive because it's common
1753,ingredients need to be photographed before being eaten
1754,I was disappointed because the expensive food tasted good
1755,burying garbage is a green lifestyle
1756,thanks to the leather belt I survived in the car accident
1757,starving people care little about food sources
1758,natural disaster will pity rich people
1759,a campfire can be nice in a cold tent
1760,boys usually can’t wear dress in China
1761,I need fuel to power my smart watch
1762,I spent the whole night sleeping to get off the jet
1763,gardeners water the leaves of the trees every day
1764,I wanted to quit them because I enjoyed chatting with them
1765,he found he was gay when he fell in love with a woman
1766,weighing an elephant is very difficult because of its cute appearance
1767,the malignant tumor doesn’t have fatal harm for you
1768,kids catch butterflies for food
1769,drinking milk can help teenagers grow shorter
1770,I used to take notes on the pens
1771,I use a knife to eat rice
1772,students need to write their scores on the examination paper
1773,perming will make your hair longer
1774,twins died on the same day
1775,one kilogram of stone is much heavier than a kilogram of feather
1776,it's crazy to turn on the air conditioning on a freezing day
1777,we need different passports to visit different countries
1778,people doing noble things are really selfish
1779,spring festival celebrates the first day of the solar calendar new year
1780,after the loan we need to give credit card back to the bank
1781,I always carry my desktop pc with me
1782,Nike printed the prices on the clothes
1783,I took a photo to record the process of my son making cakes for the first time
1784,doctors often wear masks to prevent being recognized
1785,I have more and more black hair as I get older
1786,believers have ever really heard or seen god
1787,wearing slippers are a good choice for weddings
1788,grasshoppers can be a water source
1789,a open air park is a good place to stay on rainy days
1790,most of the earth's surface is covered by dirt
1791,students attend concerts to further their education
1792,language is the only way to communicate for human beings
1793,language remains unchanged as time goes by
1794,a cup of coffee in the morning can make you smarter
1795,I pressed the accelerator in my bicycle to speed up
1796,I ate iron to end my hunger pains
1797,the plane landed smoothly in the parking lot
1798,"in old age, muscles go through a growth spurt"
1799,animals develop from seeds
1800,washing your car is for keeping it fast
1801,people invented toothpaste to keep toothbrush clean
1802,you can buy drinks from vending machines without paying money
1803,movie stars often photograph others in public
1804,it seems my joke is funny because nobody laughed
1805,you need to be careful of sharks when you swim in the swimming pool
1806,I finished my work while I going to sleep
1807,"I can't afford the flight ticket from China to the US, so I decided to walk"
1808,animals in the Acrobatic Troupe receive wages every day
1809,teammates are here to encourage you in teamwork
1810,the teacher was very cheerful that I was late for school again and again
1811,girls wear skirts in winter for warmth
1812,driving a car is a good choice to enjoy your stay at home
1813,he scored a crucial goal by hand in a soccer match
1814,we built street lamps to provide a personal service
1815,crops can't live without farmers
1816,I was very scared to see old friends abroad
1817,Alice broke down when the situation was hopeful
1818,ice cream is more popular in winter than in summer
1819,my boss checks read messages carefully every day
1820,we are vaccinated for the cure of the disease
1821,I bought a pan for drinking fresh juice
1822,taking summer vacation caused lots of stress
1823,disguise can lead you to the answer
1824,you can definitely cook food well by following a recipe
1825,the company hired more employees because of continued losses
1826,the blind man can't hear me yelling
1827,I'm waiting for a cloudy night to observe stars
1828,building workers risk injury by not wearing baseball caps
1829,buying presents requires love or money
1830,going to the zoo is for being seen
1831,the horses water the cowboy everyday
1832,people expect boredom when they go to the cinema
1833,Bob sang a picture yesterday
1834,paying by credit card is for not paying money
1835,you need a dog if you want to share your story
1836,the players will buy a cup of beer before the basketball game begins
1837,I need to say goodbye to people on TV when I finish watching the TV show
1838,goods can be transported by wind
1839,the ship hit the train yesterday
1840,I can lift the gym easily
1841,meeting my friends is for business
1842,when you borrowed a car you can sell it to others
1843,I had plastic surgery in the pharmacy
1844,fortunately the fat man lost fingers by working hard
1845,couples would divorce if they believed each other
1846,I stop eating salt food to lose weight
1847,the weather can be either sweet or salt in China
1848,adults change clothes according to their height every day
1849,you can use a link to write things
1850,museum exhibits artifacts for sale
1851,the alarm ringing announced that the class was over
1852,passengers need to undergo a rigorous safety check before taking a taxi
1853,you can use money to buy some health to live longer
1854,studying requires violence
1855,we used optical microscopes to see atoms in science class
1856,designers show outdated clothes in a fashion show
1857,the driver offered his seat to the old lady on the bus
1858,I jumped into the fire to cool myself
1859,my father sold the best salesmen to become the best product
1860,I washed my computers twice a week
1861,I used to step on the mountain to get the sugar on the op of the cupboard
1862,a wall is the entrance of a house
1863,we built a factory to produce creative ideas
1864,we use the microscope to learn about the universe
1865,we can find first class airplane seats in the wings of a plane
1866,"when a relative dies, we held a party for him"
1867,a bed can rest a pillow
1868,children will praise parents when kids did something well
1869,professional soccer players earn money by selling footballs
1870,animals are pets
1871,we grow Christmas trees in December every year
1872,sun bathing removes dirt from the body
1873,I bought a ticket for the taxi I took
1874,he was fined for smoking in his home
1875,we took notes in class for recording what we were thinking
1876,I want to find a noisy place to have a sleep
1877,People open their doors when they go out of the home
1878,People can chat with the dead
1879,Sweat will be secreted when the sand touches eyes
1880,People usually put curtains on the walls
1881,People usually roast meat with cold water
1882,People usually enter the park from the fence
1883,People usually like to wear oversize clothes
1884,People should break the contract
1885,Rats can't bite wood furniture
1886,Sheep usually like wolves
1887,College students usually learn the same courses
1888,Eating a lot of instant noodles is healthy
1889,Programmers usually don't use computers
1890,if you fail the exam you should cheat next time
1891,I should indulge myself when I fail
1892,mom cooks the fried tiger meat once a week for me
1893,sprinters' arms are usually strong
1894,I can take part in the soccer game in formal clothes
1895,we can travel on the sea by train
1896,pigs' eggs are delicious
1897,we can eat noodles with knives
1898,birds' milk is nutrient
1899,People can make wires from plastics
1900,People can read newspapers to know what will happen in the future
1901,People should rub water on their skin before giving an injection
1902,Something you might do while taking the bus is drawing an oil painting
1903,She felt hungry and satisfied after having lunch
1904,Bob is cooking while eating dinner
1905,A person can survive a fall from a five-floor building
1906,The longest nonstop flight by a dog is eight days
1907,He caught a cold and had a cold shower
1908,Humans smell through their ears
1909,Alice formed a habit of sleeping to keep fit
1910,It's summer and it's freezing cold outside
1911,Frogs will die with enough water
1912,Kate made books with a microwave oven
1913,Marry lit up rocks to make a campfire
1914,Barry went under an umbrella to stay wet on a rainy day
1915,She goes skiing while watching TV
1916,Children in school use cameras for drawing
1917,Wang is eating with poles
1918,Dry towels need to hang up to dry
1919,Resting is a good exercise
1920,Computers and milk make a great dessert
1921,a basket is for warmth
1922,attending class is for playing
1923,He throws up when he eats nice food
1924,Shoes are meant to protect hands
1925,most people consider it to be cold when it is above ninety degrees
1926,a piece of cake is used for writing
1927,Amy is angry to know that her best friend has recovered from the illness
1928,my jaw dropped open when I was unhappy
1929,the filthy car needs to be painted
1930,my friend paid for my ticket so I didn't get on the bus
1931,dina visited her family because she distrusted them
1932,the balloon expanded as he pricked it
1933,maggie remained quiet to lighten the mood of the conversation
1934,a hammer dropped on Bill's foot and his finger was broken
1935,the clothes are still dirty because I forgot to add laundry water
1936,air leaked out of the beach ball because it had a picture on it
1937,the conversation gradually lulled to silence as more people joined
1938,julia pressed down on a piano key to play a music
1939,vehicles travelled slowly in cloudy days
1940,lauren gained weight so she had to get her shoes shined
1941,the clouds were getting darker so I brought my laptop to work
1942,the boy lost hold of the soap because it's fragrant
1943,the button on my shirt fell off so I glued the button back on
1944,the celebrity wore sunglasses to help recognition
1945,the leader received praise because he raised taxes
1946,my mailbox was overflowing with letters when I went back after five minutes
1947,the banana ripened so we threw them away
1948,the chef pressed down on the dough and the dough crumbled
1949,my feet were blistered after a day of swimming
1950,her eyeglasses fogged up as she exited the sauna
1951,he found the tv show boring so he recorded it
1952,the boy was afraid to go to bed because he watched a comedy movie
1953,the girl wanted to be a doctor so she went to the hospital
1954,thomas wanted to get revenge on his friend
1955,the woman was mistaken for her sister because they sat close
1956,she made an error in her calculations because she checked it several times
1957,the girl politely declined the hamburger because she liked fast food
1958,miley scrubbed the stain on the floor and she got dirt on the floor
1959,the egg splattered after I boiled it
1960,a group of teenagers crashed the party and the host invited them in
1961,the man took a shower because he opened a new bar of soap
1962,the screen of the laptop went black because it's warranty expired
1963,the book became a unsalable and it was adapted into a movie
1964,camila felt reluctant to switch careers when she endured a lot of stress currently
1965,the ocean tide was dangerous so the swimmers put on more sunscreen
1966,minaj was deemed mentally ill so she sought a career as psychologist
1967,the aggressive football coach lost his voice before the game
1968,I applied pressure to the cut on my arm and it healed
1969,leo had an infection so she washed her hands
1970,the woman fanned herself with her hand for the air conditioner is new
1971,the administrator cleared her throat because the meeting was postponed
1972,the boy giggled uncontrollably because his brother kicked him
1973,the DJ turned the music on and everyone left the party
1974,I need some cash so I went to the wallet store
1975,the boy played computer games to be muscular
1976,the milk stayed cold because I boiled it in the pot
1977,fiona put the soup on ice cubes and it became thick
1978,the bully mocked him and he got a black eye
1979,the hunter ran out of ammunition and he aimed at the deer
1980,the man drank water with his meal because his meal was delicious
1981,the patient underwent the deadly medical procedure to recover
1982,i feed my doll twice a day
1983,Jane carries her house upstairs
1984,a cat hides above a car to shelter from the rain
1985,she makes phone calls to communicate with a deaf person
1986,Sam was caught writing on a written examination
1987,he wants to lose weight because he is too thin
1988,people go to see a doctor so they fall ill
1989,"if you want to take a shower, you can choose a restaurant"
1990,he likes sitting in a car and driving on the lake no purpose
1991,she pours some mud to do the laundry
1992,he reads bread at breakfast
1993,i take eight days off every week
1994,Mary lives in a hospital during a business trip
1995,she keeps a parrot in a fish tank filled with water
1996,she prepares a custom-designed nightgown for the ceremony
1997,people use rabbits to carry heavy loads
1998,he washes his clothes with a magic wand
1999,Jim downloads music from the book
2000,their village was destroyed by a dragon yesterday
2001,she writes her letter with a bag
2002,he is so hungry that he eats up the whole iceberg
2003,he is climbing a mountain on a piece of paper
2004,banana trees grow in the desert
2005,he lit some salt to give light
2006,we have lunch in the library
2007,rings protect people from the sun
2008,Jim wins the Best Singer Award because of his acting skills
2009,the accident happened because Jack drank water before driving
2010,i pick a leaf from a goldfish
2011,i am learning French from my cat
2012,India is a country in Europe
2013,you can ride from America to Japan
2014,Bob goes to work because he feels sleepy
2015,Ellen kicks the judge hard in order to win
2016,the shredder cut a cup of water into pieces
2017,she cleans her teeth with shampoo
2018,you can see a dinosaur in the zoo
2019,people have to hold onto their shoes because of the wind
2020,Rebecca wakes up because she takes sleeping pills
2021,people bleed when they feel hot
