1054,soup is liquid but chopsticks are used for solid food,Chopsticks aren't able to hold any liquid.,Soup is liquid in form
1055,DVD is a storage medium that has no function of searching,DVD CAN BE USED WATCHING MOVIE,you can only watch a dvd
1056,watermelon has red juice,A watermelon can turn teeth red,there is nothing yellow in a watermelon so there is no yellow color to stain your teeth
1057,socks are for feet,She didn't need to take her socks off to clean her hands,You don't need to remove your socks to wash your hands.
1058,cows can't jump as high as the size of the moon,Cows cannot jump over the moon,it's impossible for a cow to jump that high.
1059,people leave valuable things in their will,bills is very important for account please kept the bills,A will contains assets not dues.
1060,a bell is usually high on the door and difficult for a girl to reach,Doorbells aren't down low,By squatting she can't rang the bell
1061,economy class is the cheapest with no enough space to stretch out,There is no possibilities to stretch out in economy class,Economy class seats have small legspace
1062,the railway connects rail stations,Railways are not inside.,You can not walk through a railway otherwise you will be hit by a train.
1063,sugar don't fall from the sky,Sugar will atract insects Can't be kept in ground,Sugar is not an element of weather and would not fall outside overnight.
1064,a garden is too big to be put on a table,Table is too small to keep the garden of flowers in its middle.,Gardens do not grow in the middle of tables; they grow outside.
1065,a job interview is a serious occasion and pajamas are too casual,Pajamas are way too casual and not professional enough for a job interview.,"for interview everyone wear formals, not pajamas"
1066,the mountain is not a proper place to put a guitar,Guitars don't go on mountains,mountains are too tall to put anything there
1067,sleeping pills help you sleep quickly,Sleeping pills are supposed to make you fall asleep.,Sleeping pill make you fall asleep so you would not take them if you want to stay awake.
1068,good grade can't be achieved in a short time,,
1069,a theater doesn't play a song,no song will be played on theater screen,Songs are not shown in theaters.
1070,each day doesn't start at 6 o'clock,"It is 6 o'clock twice a day, every day even when the new year is not close.",New year's is at midnight
1071,nests on the ground will be easily damaged,Birds build nests high up on trees,Birds always build nest in branches of a tree to protect the nest.
1072,a radio can't emit light,Radios do not emit light.,Turning on a radio emits sound
1073,the internet is virtual so it can't be surfed with a surfboard,"A surfboard is used to surf in the ocean,not on the internet.",Surfboard are used in boating that can't be used  in internet
1074,an accelerator is a device to speed the car up,"To slow down the car, use a brake",the accelerator gives speed
1075,"to build a snowman people need snow, which won't occur in summer",no one can built a snowman in summer,I doesn't snow in the summer in North America.
1076,paying the bill uses his money so he can't have more,You can't have more money after paying money.,He has less money after paying the bill.
1077,people refuel the oil tank in the car so the car needs to be driven to the gas station,You need your car to refuel it.,Refueling car can be done taking car not by walk
1078,the condition of strong requires a long time to achieve,We have to do exercise for longer days to become strong,It usually takes way more than one day of rigorous exercise to truly become strong(er).
1079,when umbrellas are folded they don't provide shelter from the rain,You should open your umbrella when it rains.,He has to open his umbrella beacuse it starts raining.
1080,vegetarians also need food to live,"Vegetarians eat plenty of food, just not meat products.",Vegetarians refuse non veg foods not foods
1081,cola is a kind of drink and has nothing to do with the power of a car,If he is driving why would he walk,Cola is not a valid fuel for cars.
1082,a pilot is usually not in charge of the assembling work,"a pilot fly an aircraft, they don't assembled them",Pilots fly planes but they do not assemble them.
1083,a finger doesn't contain any color ink,A finger is not a writing instrument.,A finger is not a writing utensil.
1084,businessmen are not good at catching a mouse especially at the airport,He wasn't needed,"You catch a plane at the airport, not mice"
1085,feet aren't at the end of your arms,everyone use arms to caught the ball,There are not feet at the end of arms.
1086,a pair of twins are delivered one by one closely and a day is too long,Twins are born on the same day.,"It would be extremely rare, if not impossible for twins to be born a day apart."
1087,evidence are not used to commit a crime,Evidence is found after the crime has been committed.,You don't need evidence to commit a crime.
1088,soap is not sharp enough to cut one's finger,Soap can not cut anything.,soap is soft with round edges
1089,a dog isn't good at cleaning an apartment,Dogs can't clean it's a animal,Dogs aren't able to clean.
1090,garlic will cause bad breath after people eat it,Eating garlic makes the breath worse,"Garlic is not the only factor for having a bad breath, poor dental hygiene, oral infections and dental problems are the major factors for having a bad breath."
1091,to clean a room is to sweep the dirt and get rid of trash,"She cleaned the room, so she removed trash, she can't have more trash in the end",Cleaning a room will reduce trash.
1092,hot pot is not served as fast food,Hot pot is Chinese and there are no fast food Chinese places,can't eat a pot
1093,a gym doesn't serve any food and people eat before they work out,You don't go to the gym to eat,gym's do not serve food
1094,a dog and a mouse don't infringe each other,"dogs don't hunt mice, cats do",dogs don't catch mice
1095,Earth is created through billions of years,because people think that God created everything,"Its not logical, as he surveys what is already there, not create it"
1096,to take money from one's own pocket is not stealing,Money in his own pocket is his own property,You cant steal your own money
1097,for a people on earth the stars are above our eye level,Stars are in the sky and you must look up.,"The sky is up, therefore looking down is against common sense."
1098,doctors helped us when we are in mental or physical illness,HE FELT LIKE SUICIDING THE DOCTOR WON'T GIVE HIM GUN,A doctor saves lives.
1099,fictions are published on books,"You don't watch magazines, you read them.",You cannot 'watch' magazines; you can only read them.
1100,to take a good rest one should sleep long enough,can't get a good rest if not sleeping,Getting up early is the opposite of getting rest.
1101,if a phone is disconnected it will not ring,phone won't work being disconnected,If your phone is disconnected another call cannot come through.
1102,"people use their leg to jump up, not their eyebrows",No need to bent eyebrows for jump up,Eyebrows are not used to jump
1103,a waterfall falls from the cliff of a mountain,A waterfall is not an object that you can hold.,You can't hold a waterfall in your hand
1104,a singer doesn't know how to lead on a ship,Singing has nothing to do with captaining a ship .,A singer is not a captain and would not  helm a ship.
1105,a magnifier isn't accurate enough to observe a cell,A magnifying glass does not have enough power to focus on a single cell.,Cell can be observed through only microscope not magnifier
1106,shoes are worn on the feet and have nothing to do with eyes,Shoes are worn on the feet and don't have any relationship to how well or poorly a person can see.,Shoes do not help you see.
1107,seashell isn't big enough for josh to step into,You don't step into seashells.,"seashells are typically very small, so stepping ONTO one is more likely than INTO one"
1108,if people walk barefoot they are fragile to sharp things,walking barefoot over glass would be very painful,Bare feet over broken glass causes injury
1109,people can talk or keep silent when they do some exercises,There is no reason that talking an exercise cannot go together.,It does not matter if you shut up or talk while you exercise.
1110,a degree is granted from a professional institution and family is not one,people receive degrees from universities,You receive a degree from a college
1111,the emotion of like doesn't have an accurate time period,everyday are the car to long time,You don't like cars
1112,drakes don't provide friction to stop the wheels,drakes aren't used on bikes,A drake is a type of lizard and not commonly found on bicycles
1113,eagles are birds that can't live in the sea,eagles are flying in the sky,Eagles cannot live at the bootom of the sea.
1114,id card's only value is to identify someone,I'd card is Used for Identity purpose by that we can't pay bills,ID Cards can't pay bills
1115,environment on the moon is not suitable for the human being to live,Nobody has been born on the moon.,No one has ever been born on the moon
1116,a banana peel is too small for a person to sleep on,Banana peel is too small to sleep.,people do not sleep on trash
1117,banana is a fruit grown on banana tree,bananas don't come from breasts,From mothers breast only milk will come
1118,rabbits eat carrots as their major food,Rabbits love eating carrots and nobody likes eating food that makes them sick.,Rabbits like carrots as food
1119,history must have happened rather than,can't write a history of an idea,an idea is a short and immediate thing
1120,driving too fast is dangerous and always punished,if you drive fast you would get a speeding ticket,why should she drive fast even she got tickets
1121,to check on someone one ill must contact him/her,The sick friend is male.,You cannot ignore someone and check on them at the same time.
1122,people who work hard shouldn't be punished,He was rewarded by the boss for his hard work.,Hard work would not be punished.
1123,a bowl is too small for a boat to float,A boat will float only in water bodies,Boats are too large to fit into a bowl.
1124,a radio can't hold other things,radios have no capacity,"Capacity is generally used to describe physical quantity, not volume."
1125,a van can't run on a lake,Vans are not made to drive in deep water.,it can happem but usually doesn't
1126,jewelry are not sold in a grocery shop and they are not sold in a can,Jewelry can't be bought in can from grocery shop,No one sells canned jewelry
1127,a dancing party is not a good place to show off one's watch,No one cares about a watch at a dancing party.,pretty watch no use for dance party
1128,breaking one's heart is about emotion,When someone falls they can land on different parts of their body and the heart is protected by the sternum/rib cage so the heart would generally be protected but maybe not the bones.,Breaking your heart is more of an emotional thing that happens; it can't physically break the way described here.
1129,chop suey is a dish while chopsticks are tools to eat,"Chopsticks are utensils for eating food, and are not to be eaten.",Chop suey can be eaten with chopsticks
1130,shower curtains are made of plastic,People do not eat shower curtains.,Shower curtains are used in bathroom for separation  that can't be tasted
1131,laptop can't be a container of actual things,laptop cannot serve delicious food,Jamie's new cookbook brings together 100 ultimate comfort food recipes from around the world
1132,tv doesn't have a function of writing a letter,"TV is for watching, and not for writting things.",Tv's are to skinny to write a letter on.
1133,an earpick is not designed for teeth,This doesn't make sense because its too big,A toothpick is used to clean between teeth.
1134,people usually receive on their birthdays,A person receives presents on their birthday,suzie birthday her parents give a new gift
1135,a hair is too thin for lily to hide behind,Typically a (single) hair is way too thin and small for a entire person to hide behind.,a hair is way too thin to hide behind
1136,shower curtain is not for shielding light during the night,Shower curtains are in bathroom and we can't open when we Woke,People don't sleep in their shower.
1137,the relationship between a couple is not an affair,You can't have an affair with someone if you are already in a relationship with them.,no one have affair with their girlfriend
1138,hats function as a shelter for heads,Hats is safe of the head.,"In rain, sun can not be visible."
1139,a word can't be handed without writing it down,You can't physically hand someone a sound or spoken words.,Words are immaterial and cannot be held in one's hand or passed hand to hand.
1140,bills need to be paid and are non-borrowable,You can't lend someone your own debt.,You lend people money not bills.
1141,a key is used to open a door safely,"If a person has the key to a door, they wouldn't need to break it.","Key is used to open the door, not to break the door."
1142,tea is for the guest to drink,can't serve a guest tea that has been drunk,"Luck could not serve the tea to the guest, she had already drunk it."
1143,America is too big to be in the same picture with a man,Paul took a pictures with two Americans.,it should be americans and not americas
1144,an employee needs some rest after a while,Your boss can't work you ALL YEAR,you cannot work all year
1145,it's impossible for a human voice to pass that far,it would be impossible to hear something in another city,"Humans dont have the hearing abilities to hear distances that would be in context of ""the next city""."
1146,the rain won't make any sound if they pass through the window,Rain pattering can be viewed through window not hearing,A window prevents rain from coming through.
1147,couple send and receive mature roses on Valentine's Day,Roses are not grown in one day.,Flowers don't grow in a day
1148,bus stop can't accommodate anyone,Bus stop where buses stops there we can't live,
1149,to make mistake is not good in study,teacher will never say to make mistakes in the study,Teachers will ask us to not to make more mistakes
1150,a cloth can't be worn for any occasion,Dinner parties require food preparation.,You can't eat cloths at a dinner party
1151,using a machine is to replace labor,ADVANCED MACHINE  WILL COST LEAST LABOUR,The point of the machine is to take away the labor.
1152,a poor work will not be thought highly of,Poor work does not equal success.,Success depends on good work ethic
1153,students are not allowed to discuss during an exam,In exam we can't turn to anybody for a question,Students don't get help during an exam
1154,people's parents naturally want them to be successful,frustrating people is not something that should be tied in with success,Parents want their children to succeed.
1155,adults are old enough to decide whether they want to drink beer,if adults are not allowed to drink beer then who would drink beer?,beer is allowed do drink only to adults.
1156,people learn from what happened in the world,reading news enhances knowledge of a person,people became know after they read news
1157,a dog can't answer any question,Dogs can't talk and provide their name,A dog cannot speak.
1158,the road is for cars to go on,Road is the place where car goes We can't prevent,Cars are intended to move on roads.
1159,a choir has several singers and performs singing,A person would not be dancing in a choir as a choir is a group of people who sing as an ensemble.,"Most choirs sing, they don't dane."
1160,a shopping list is a reminder of things to buy,everyone will write shopping lists before going to supermarket,After went to supermarket there is no need to create a shopping list as it is already in mind.
1161,police officers don't eat anything when they are handling emergencies,Police officers are in a rush during an emergency.,Police officers stop eating when an emergency arises.
1162,monsters don't write as human do,Monsters aren't real,Monsters don't exist.
1163,a fly is too small to be a transportation,humans can't fly on flies,Nobody can fly on a fly
1164,conversations don't cause puke,Only talking do not puke humans. If puked on-spot on later.,Talking does not make you throw up.
1165,eating too much candy is not overdosing,You cannot overdose on candy,Candy is safe to eat even in large quantities
1166,buying a house doesn't make you dirty,buying a house doesn't cause one to get dirty.,please got complete clean house
1167,calling someone puppy won't make him feel surprised,Beth would not be surprised by being called a puppy.,I think puppy should be a dog and not be able to be called. Puppy is a dog no one could be happy with that name.
1168,a meeting doesn't hold in water,Swimsuits are for swimming not for meetings,People don;t wear swimsuits to meetings.
1169,eating an apple requires a few mouthfuls,A whole apple is bigger than mouth.,An apple is bigger than mouth
1170,a printed stamp made the letter undeliverable,Stamp is a ready one bought from shop that can't be printed,"We cannot print stamps, only the government can do that; we have to buy them."
1171,a drive-thru only serves fast food,I've never seen anywhere you could get lobster in the drive-thru,"Lobster requires considerable time to prepare, and so generally wouldn't be available at a drive-thru."
1172,concert seldom hold in the dining hall,Concerts aren't held in dining halls.,In concert we have to go hall where programme done
1173,steel is not a good material for paper,"Paper is not made out of steel, and can not be made out of steel.",Paper can only be made of paper
1174,meeting room doesn't provide entertainment,THEY CAN MEET IN THE MEETING ROOM NOT HUNG OUT,Meeting room is a place to discuss something important.
1175,mop is used to absorb water from the floor,"Mops are used for cleaning floors, not people.",Mops are wet and aren't used to dry a person.
1176,street fighters don't know how to put out a fire,Wildfires fires are controlled by fire fighters.,"It's FIRE fighters that try to control wildfires, not street fighters."
1177,honey is inanimate and can't dance,"honey is a substance, it can't understand",honey is a non living thing which can not understand dancing.
1178,a watch is too small to be worn on one's waist,"You wear a watch on your wrist, not your waist.",Nobody wears a watch on their waste.
1179,sleeping pills only make people feel sleepy,Sleep pills have no effect on the bodies temperature,Sleeping pills gives only sleep
1180,people don't usually tell the secret to everyone,A secret is private.,"If everyone knows, it becomes a news"
1181,no fart has a good smell,Fart is unpleasant odour that can't be sweet,eating too much does not determine the scent of a fart.
1182,food won't enter our stomach without swallowing,Without swallowing we can't complete chewing,swallowing is the process which comes after chewing the food.
1183,gum is of no use in a hunt,He likely brought his gun for the hunt.,you don't need gum for hunting
1184,sunshine brings energy to dry the yard,If there was sunshine for long days yard can't be wet it must be dry,The yard would not be wet after several days of sunshine.
1185,a ship can't sail across the ice,Ships can't sail on ice.,In iced water ship can't move
1186,a ship may sink after a collision,ships would not purposefully try to be in a collision,"The ship should turn away from a crash, not turn to get into one!"
1187,melodies are elements in music,Melodies can be added only in music not in paintings,"Artists don't add more melodies, but musicians do."
1188,bat is not used in a soccer game,You don't use a bat when playing soccer.,"You kick a soccer ball, not hit it with a bat"
1189,a bank doesn't have a river and a person can't walk on a river,People cannot walk on water.,
1190,a student doesn't find ways to teach professors on purpose,"Professors teach during lectors, not students.",Professors teach students.
1191,cakes are too soft to be a seat,Party guests don't sit on the cake.,People do not regularly sit on cake
1192,a discount means you don't spend more money than the prices of your groceries,a discount means saving money,"Getting a discount means you spend less money, not more."
1193,the sun brings light that dispels the darkness,If the sun is rising then it is day time and there would be more light.,It cannot be dark if the sun is out.
1194,having a conversation over phone requires someone the hold the phone,you don't hung up the phone at the beginning of the conversation,"You get on the phone to have a conversation, why get off at the beginning?"
1195,a flood is bad for farm products to grow,A canal is not used for flood  relief.,"people build canals for transportation, not to purposefully flood lands"
1196,a skydiver can't glide in the sea,Skydivers land on the surface from air.,the skydiver are seabed to the glided
1197,the vaccine helped the baby to be immune to the disease,the vaccine is received in order to become immune and not after it,Here vaccination does not needed after becoming immune to the disease
1198,most fresh air comes from outside,You open windows ti let fresh air in,When we Open the window fresh air comes in
1199,dogs don't know how to climb a tree,The dog and cat walk only the land.,dogs cannot run up trees
1200,a painted chair needs some time to dry,you can't sit on a painting,"Jane should not sit on wet paint.""HITId"
1201,vegetarian restaurant only serves vegetarian food,Vegetarian restaurant sells only vegetarian foods,steak is not served at a vegetarian restaurant
1202,future clothes don't have a fixed size,he would lose weight to fit into his current clothes,He would be losing weight to fit clothes he doesn
1203,a cattle can be strong but not splendid,Huge cattle are too big to walk to the top of the hill.,Cattle means cow
1204,cash of one million dollars can't be put in a wallet,1 million dollars won't fit in a wallet,in wallet we cant have cash to see its a digital
1205,people who park illegally won't be punished to sell the car,wrong place car parking leads to fine not sell,You don't sell your car just because it is parked in the wrong spot.
1206,eggs hatched will become chicken which can't be used for eggnog,A hen can only hatch the eggs,sally cant hatch an egg
1207,if a student feels good he should go to school,if she goes school she is good only,Going to school does not determine someone's quality as a person.
1208,people won't be praised for bad behavior in public,praise is not given for littering,Littering in public in not a good or kind act. We should not be littering at all.
1209,when people lose weight they become slim,"when people get fat, clothes fit tightly",Clothes fit tighter when you gain weight
1210,when people work they are usually in their office so the dog is not left,Dogs are left at home while going to job,A person's office is most likely to be in their place of work.
1211,aircraft roadway only allows planes to take off and land,A roadway for an aircraft would be out of place in a train station.,aircraft roadways are built in aerodram
1212,the surface of a girl's body is skin,Girls don't have fur.,Human beings will not have fur in their body
1213,bugs are usually small and they don't need a bed for human,one does not accomodate bugs,Sofa is not for accomodating bugs its to sit
1214,people don't use hands to stand up,Hands don't get tired from standing,"Standing up all day, legs will get tired"
1215,chill is about temperature or feeling so it's not edible,pot of chill cant be taken for dinner,Chill is to relax and unwind.
1216,penguins belong to a kind of bird,"Penguins are not fish, they are birds.",Penquins are birds
1217,the principal room can only contain a small number of people,Classes are conducted in the class room,"Classes should be in classrooms, not principal rooms."
1218,pilots are not allowed to bring their moods to work,Pilots use only their brain while driving,the pilots mood does not delay a flight
1219,wind usually doesn't blow off your shoes,wind will not only take away shoes,Shoes don't come off in the wind
1220,plates are used to contain food,The plate was not used to eat off of yet and would still be clean not dirty like dishes in he sink would be.,"The plate has food on it to eat, it would be pointless to just put it right in the sink."
1221,a blind person doesn't need louder sounds to hear clearly,The boy read the novel to his blind grandfather loudly.,for blind we can read novel in normal voice not aloud
1222,walking accelerates the blood circulation in the foot,This statement is against common sense because a foot only goes numb when there has been no activity using said foot.,Numbness in the feet would not necessarily be caused by walking.
1223,a photographer usually takes photos of people having positive emotions,"This statement is against common sense because the photographer should be capturing the moment when the kids smile, as smiles are a huge reason for taking the picture to begin with.",kids smiling is most important in photography so photographer wont miss
1224,cracked floor has greater friction than a flat floor,a cracked floor is not slippery,we cant slip on cracked floor
1225,a popular bar doesn't close early,if they bar was crowded they would be making a lot of money and want to stay open,"This statement is against common sense because if a bar is crowded, that means money is being made."
1226,parking is an action of stopping one's car,"Getting pulled over implies stopping on the side of the road, but parking does not happen on a road.",you cannot be pulled over of you are already pulled over
1227,if a kid was spoiled he was likely to stay in this comfortable situation,"This statement is against common sense because if the kid was spoiled, he would not want to run away.","if a kid is spoiled, he will not run away from home"
1228,a watch is used to record time and people look at their watch for the time,"A watch would not serve as a reminder to someone, most likely.",You look at your watch to see the time
1229,many people went to the bar on their own for a drink,The patron's loneliness has nothing to do with his ability to pay.,A patron would not be refused service because of loneliness.
1230,students who get good grades don't get punished,"Detention is for doing something bad, not excellent grades.","students should be rewarded for excellent grades, not punished"
1231,a train on a bridge can still receive the sunlight,bridges do not cover light,the inside of train have lights in them
1232,hiding in the shell is a way to protect itself,A turtle cannot hunt fish while in its shell.,in shell it cant eat fish it must come out
1233,an elder sister usually wear clothes of larger sizes,Hand me downs usually go to younger and/or smaller people.,Hand me downs go to younger siblings
1234,to set a bomb off is to make the explosion happen,It couldn't be defused if set off.,The bomb was set off when the terrorist set it off.
1235,a dog doesn't know how to cook,dog can not cook food.,dog cant cook food as it is animal
1236,books are created for human to read,Books are not inappropriate for humans.,Books are meant for humans
1237,a wrong turn usually cost a driver more time to come back,taking the wrong road should increase the trip time,A wrong turn takes you away fron the direction you want to go and would not get you closer.
1238,new batteries provide power to make the flashlight on,flashlight should work with new batteries,New batteries should work.
1239,scratch causes a scar on human skin,scratching will worsen a scar,"Scratching one's skin would create scars, not heal them."
1240,a burglar doesn't call before his theft,Burglers will not call up and break into any house,Burglars would not call to inform people they are breaking in.
1241,he didn't have to hold the door for someone passing before him,One cannot hold a door for someone entering in front of them.,"jason cannot hold the door, he should open it"
1242,a mirror in the bathroom got fogged up usually because the air is humid and warm,The mirror should only fog up when hot water is running.,After applying makeup mirror won't get fogged
1243,a security guard won't let anyone who's behaving strangely pass easily,Sneaky behavior would get you stopped by security,Sneaky behavior would not give someone a pass from security.
1244,the steering wheel controls the direction of the car,rotating the steering wheel would turn the car,by rotating steering car wont halt
1245,to iron clothes is to make them tidy,Shirts that are messy are ironed,"This statement is against common sense because if your shift is already tidy, there is no reason to iron it."
1246,a hospital aims to help people no matter how bad the situation is,hospitals sent home patients who are getting better,"If he's worse, he needs to stay."
1247,people are not allowed to sit on places other than seats,Theaters never allow people to sit down,"If there is no more seat in the theaters, there will be no more seats available to sit down on"
1248,after admission a student needs to gain several credits to graduate,You don't need admission i you've already graduated.,No one gets admission after graduated from college.
1249,a river is too big to be on a sidewalk,"This statement is against common sense because you don't just come upon a river on the sidewalk, as the sidewalk is on dry land and water is not.",a river doesn't come to sidewalk
1250,people can't sense any smell with their ears,Ears are use for listening to sounds and the smoke will be detected by our nose.,ears don't smell smoke
1251,the audience liked a comedian with a sense of humor,An audience does not boo an act if they are enjoying it.,a comedian should be praised if he/she is funny
1252,a referee doesn't usually interact with a coach,the referee is not part of the team,coach and referee cant give high five they are opposite
1253,a breath came from inside the mouth,"This statement is against common sense because wiping your mouth cannot take away a certain smell, perhaps brushing your teeth could.",Wiping your mouth doesn't get rid of bad breath
1254,a lost man can't draw a map,A lost person would probably not be able to draw a map to help themselves.,He didn't know where he was.
1255,gas pedal controls the oil tank of the car,you do not push the gas pedal to open a car door,"the gas pedal makes the car go forward, not open the door"
1256,if evidence is discovered the truth will be discovered,evidence should incriminate sarah,"New evidence would help convict someone of a crime, not acquit them."
1257,words are printed on books and they will not be wiped off,"While wiping any book with tissue, words will not come out",Book ink is tough and a tissue would not wipe it off.
1258,gum is indigestible so people usually don't swallow it,"Someone caught chewing gum in class would likely be asked to spit it out, not to swallow it.",SWALLOW A CHEWING GUM IS DANGEROUS TO HEALTH
1259,people should be allowed to enter a bar with their ID,ID is specially for meant for entering a premisis,Proof of ID would grant her entry into the bar.
1260,a crater formed when a larger substance comes into contact with a smaller substance,a comet passed by the moon and a crater formed on it,Crater cannot be formed on the  moon by a passing comet.
1261,to maintain one's reputation he should use his real name in charity,Being a benefactor typically results in a positive impact on a person's reputation.,benefactors are recognized to maintain their reputation
1262,a smile is a natural expression so it shouldn't be ashamed of,A smile would not cause someone to feel shame.,smiling is a sign of happiness and should never been a thing to be ashamed
1263,an x-ray can't detect people's skin,"This statement is against common sense because the x-ray would not be able to show paint on the outside of the skin, as x-rays are used to see bones within your body.",x-rays show broken bones
1264,air is everywhere so it's already in a bucket,air will not fill a bucket,"This statement is against common sense because you cannot fill a bucket with air as the air is already existing around everything, and it's not something you can ""fill up""."
1265,an older version of computer hardware is usually less efficient,downgrading hardware means you are getting worse experience,"This statement is against common sense because when you downgrade something, it typically means the quality or experience is decreased."
1266,travelling around is not a sign of religion,she can travel even without religious awakening,Traveling is not related to religion
1267,it was unnecessary contents that made the drawers cluttered,drawers cannot become clutter with contents.,"Throwing away items would create space, not clutter it up."
1268,someone¡®s pets don't understand his show-off,His pets will not know what he is talking about,pets do not understand test grades
1269,homesick is a longing for one's home during the absence from it,Homesick is missing their parents,The boy felt homesick at a stranger's house.
1270,a rocket requires some time to be assembled,A designed rocket will never fly,Rockets don't fly they launch
1271,to murmur is to make a soft and indistinct sound,Murmuring would be low voiced.,A murmur is quiet.
1272,a tree is too large to be put into a vase,A vase can hold some flowers only.,A tree would not fit in a vase.
1273,blush is from inside while lipstick needs to be applied,Lipstick on someones cheek does not imply that he blushed in front of a woman,"Lipstick is worn on the lips, rouge is worn on the cheeks."
1274,seed grow at a normal rate in soil without additives,Plants grow from seeds they do not make plants grow.,you put seeds in soil to make plants grow
1275,the effect of dirty water is the same as clean water,A pipe would burst because the pipe was frozen.,pipes burst because of water pressure
1276,positive consumer reviews lead to more buyers therefore increase the sales,If it has positive reviews it should make money.,Positive consumer feedback would be likely to increase a company's revenue.
1277,if he skipped the appointment with his dentist his toothache may not relieve,ben woke up with toothache so he has an appointment with his dentist.,If we have tooth ache we have to fix an appointment not to skip
1278,a referee didn't play for any side of the game,The referee isn't a player,injury of referee  doesnt affect the game only players will affect
1279,animated movies are usually for kids,animated movies are meant for children,animated movies are primarily for children
1280,an important email shouldn't be deleted because the information would disappear,paul deleted the important email for it's false.,"This statement is against common sense because if the email was important, Paul would not have deleted it."
1281,"each answer was worth several points and if it's incorrect, the points will be subtracted",Incorrect answers mean lowers scores,There's no reason for an incorrect answer to result in a higher grade.
1282,the toy one liked most would please him,he wouldn't cry if it was his favorite toy,"if I toddler has his toy, he is happy and will not cry"
1283,the top of a slide is usually the tallest place on the slide,"You cannot push yourself, but you can only fall off.","You slide down slides, you don't climb up"
1284,humans do not have wings,Humans can't fly.,Humans can't fly
1285,people cannot eat table,People do not eat tables because they are not food.,You can't eat a table.
1286,comb cannot leave a mark on the paper,A comb is not a writing utensil.,"This statement is against common sense because you can not write with a comb, as a comb is using to brush your hair and it does not have any ink or lead in it."
1287,cotton is not sharp enough,cotton is too soft to peel anything,cotton is to soft to peel an apple
1288,radios do not have screens,he was enjoy with dance show in radio,Radio is just audio and it's not possible to see if anybody is dancing.
1289,Strikes sometimes paralyze many living facilities,strikes are not convenient,"strikes cause inconveniences, such as interruption of public services"
1290,sellers are usually the one who give objects,This statement is against common sense because you receive objects when you go shopping.,You buy objects when shopping.
1291,You usually get paid for running errands,Running errands is to get items,Spending Money No need to run
1292,people only use the calculator to get an answer when they have a question,calculator gives answer of your questions not question,Against commmonsense because get a question no need calculator.
1293,sleep will not enhance your academic education,getting somewhere requires to be awake,Sleeping gets you nowhere.
1294,war is dangerous and can refresh people,"One would be alert when entering a battle, not sleepy.",You feel alert when you advance into a battle.
1295,coolness is not exciting,Iam not tensed when i was excited,Cooling off means calming down
1296,school doesn't offer drinks to people,you don't drink at school,A school would never allow students or staff to drink on the premise.
1297,you cannot see anything with closing eyes,Closing one's eyes would restrict their ability to read.,it is impossible to read with eyes closed
1298,It's inconvenient to carry something big,something big cant be carried with us,Big things are hard to carry
1299,people usually have a party with other people,Animals do not receive party invitations.,animals are not invited to parties
1300,hospital doesn't have a cost of admission,Hospitals do not have an admission fee.,It doesn't cost anything to be admitted to the hospital; you pay insurance afterwards.
1301,dancing cannot make the bicycle move,you do not dance to ride a bicycle,Dancing does not enable one to ride a bicycle.
1302,torch give out a quantity of heat,A torch is hot it would not cool the beef.,torches do not cool things
1303,people cannot eat anything when they full,You stop eating when you're full,"Fullness causes people to stop eating, not to eat more."
1304,people can understand better the knowledge which is easy,"if something is simple, it will be easy to understand",If it were simple you'd understand it.
1305,People are more willing to do things of interest,People are usually interested in books they elect to read.,People don't read books that bore them.
1306,Spanish differs from English,"By speaking more spanish, one cannot practice spanish and not english",Spanish isn't going to help you practice English as they are diferent languages.
1307,It's wrong to hurt others,harming a child is not good,Children are tender so we should be kind to them
1308,Your friend will make you unhappy if he likes someone you don't like,"Having friends is not about hating the same people, it's about sharing your common interest and having each others back",One's friends don't usually like their enemies.
1309,Babies occupy less space than adults,Adults are full grown and babies are not.,"This statement is against common sense because babies are absolutely not bigger than adults, as they are infants and weigh less than 10lbs."
1310,birds live on trees,Birds are not found in burrows.,"bids live in nests, not burrows"
1311,Not answering questions does not kill people,You don't die from answering questions,"that is highly unlikely, answering questions is seen as safe"
1312,film make people happy,You would go to a doctor if you want to cure nervousness,Seeing films is a leisure activity and do not make people nervous.
1313,The temperature is low on snowy days,It's cold when it snows.,Snow is cold
1314,"A ship has no wings, so it cannot fly in the sky",Boats don't fly.,Aircraftss fly on the sky.
1315,taking a bath is used to make people clean,baths make you feel clean,You are clean after taking a bath.
1316,There are different colors of different races,Human beings will have different skin colors,People have many different skin colors.
1317,Harder tires friction is small,"This statement is against common sense because wet weather causes all tires' performance to decrease, due to the ground being wet and slippery.",harder tires are slicker during wet weather
1318,disabled people cannot do some normal things,because they have major limitations compared to normal people,This statement is against common sense because having a disability is not a convenience as the disability inhibits something you normally would be able to do.
1319,Do not eat breakfast will make people malnutrition,"By eating regular breakfast, one will be healthy",If people didn't eat breakfast often how will they become healthy.
1320,boys do not like to make up,Girls using make up form the majority,Boys dont do make up girls only do.
1321,Human beings need a good environment to survive,Human beings should save the environment not destroy the environment.,Humans should be encouraged not to harm the environment.
1322,It is against the law,it is considered stealing to use all pirated products,Pirated games are illegal
1323,flowers need water to live,"Flower would die, not open, if not watered.",Flowers need water to bloom
1324,Only in fine weather you can have a picnic,Picnics are outside in nice weather,Picnics in bad weather would be awful and nearly impossible
