id,FalseSent
4825,He was kicked off the train since he don't have a valid graduation certificate
4826,"Whenever you miss me, watch the toilet, I'm just right there"
4827,"The train reaches its next station, every passenger shall get off the train"
4828,"The tank arrived just in time, the injured person is thus saved"
4829,The adventurer found its way by watching the sun in the night sky
4830,The astronauts all died because the spaceship just ran out of money
4831,The passenger saved his panda in the overhead cabin
4832,The people all laughed after they saw the disaster of 911
4833,The aircraft landed on the highways as normal
4834,Lots of employees were early for office today because the subway was late
4835,He suddenly accelerate the car by stepping on the brake pedal
4836,There is an elephant hiding under the bed
4837,The engineers cured his disease
4838,The sports car is running fast on its railway
4839,The forest fire saved acres of woods
4840,"If you don't know how to solve the problem, just answer it"
4841,"The traffic light goes green, he have to stop"
4842,The troop asked for assistance with their gun
4843,There is a huge dolphin in my backyard
4844,The kid have to eat up the fork because his mom insist so
4845,The loud music and alcohol made people in the class enjoy themselves
4846,His girl friend was so annoyed because he was early for the appointment
4847,Salads are usually considered junk food
4848,The government built lots of shopping centers to brainwashing the civilian
4849,I asked for a sucker in McDonald's
4850,The public is annoyed with the quick response of police in that accident
4851,I poured cola into hair dryer
4852,That person is on a wheel chair thus he have to use the steps when going upstairs
4853,"Having been staring at the display for a whole day, my legs feel sick"
4854,I bought a Spezi from a washing machine
4855,He saw me through the wall
4856,The ancient knight killed another knight with a baguette
4857,He copied lots of files in a copy shredder
4858,He smashed the paper after finishing that
4859,He picked up his Tesla car and got off the train
4860,He unlocked the door with his foot
4861,That guy raised the umbrella to shield himself from the earthquake
4862,He bought a hamburger in the post office
4863,She mailed some boats in the post office
4864,He got to know the time by watching his ass
4865,We can sit down since there is enough people in the train
4866,Someone forgot the liver on the train
4867,There is a picture printed in the coffee
4868,"The train reached its terminal station, everyone died"
4869,I'm having haircut at the firefighter's
4870,The wooden mirror in the house looks beautiful
4871,Our ancient sailors found America continent by bus
4872,"Those students love this place so much, they are happy to say farewell"
4873,The police refused that person to get out of the train station since he can provide ID card
4874,The racer drives extremely fast in the room
4875,The judge screamed for the last goal
4876,Some lemon juice will help to cure your cancer
4877,The airport witnesses so many deaths and injures
4878,One have to be young enough to play the shooting game
4879,"For seafood allergic people, they'd better not to eat bread"
4880,Cheating in the game is not fair for your computer
4881,Taking one's own chopsticks to office is better
4882,I got a hair cut from the butcher
4883,I found the car's trace on the cement road
4884,We were early for the meeting because of the traffic jam
4885,He went so excited that he didn't remember anything last night
4886,She is so afraid of darkness that she laughed in the dark house
4887,They have to say hello to each other because they are leaving
4888,They liked the movie so much that they listened to it twice
4889,People don't need to bring glasses with them if they have credit card with them
4890,"If you use speaker to enjoy your music, you won't bother others"
4891,The fire alarm is triggered because he vomited in the toilet
4892,"If you don't want to carry things on your hand, bring a watermelon"
4893,The host forbid others entering the house by planting grass around his house
4894,You'd better not try that dish if you can't tolerate rock music
4895,Don't forget to turn off the light if you're the first to come
4896,The couple enjoyed their sex in the bus
4897,They used that application and called a bus
4898,the sun will rise up from the west
4899,the law can not be changed
4900,people will repeat the same mistake
4901,drinking wine is good for health
4902,put our hands into the fire is safe
4903,two man can't fall in love with each other
4904,Men can't wear skirts
4905,Air conditioning must be used in summer
4906,A car is slower than a bike
4907,The day is darker than the night
4908,There are human beings living on the sun
4909,Rabbits eat lions
4910,"if you want to eat food, you have to cook for yourself"
4911,"If you fall, you will break a bone"
4912,People eat with their eyes
4913,Pandas can be hunted
4914,"If you want to lose weight, eat junk food"
4915,"If you want to be white, just get in the sun"
4916,Eating vegetables is bad for health
4917,"If you want to make friends, you should stay alone"
4918,Dogs are our enemies
4919,Mosquitoes won't bite people
4920,The arctic ocean won't freezes in winter
4921,A thief stole my eyes
4922,I eat the sun today
4923,My brother is menstruating
4924,My brother likes flying
4925,There must be aliens outside our solar system
4926,Eating fruit is bad for your health
4927,Jack caught a bear in the sea
4928,"If you want a wound to heal quickly, put it into the dirty water"
4929,"I'm so hungry,so I have to take a shower"
4930,I can smell the light of the lamp
4931,"If you want to arrive quickly, take a train"
4932,Wear a jacket if you want to get cool
4933,Get more sleep if you want to get fit
4934,Diamonds are falling outside
4935,"If you want to protect your eyesight, look at the computer more often"
4936,"If you want to keep warm, stay close to the ice"
4937,work if you want to relax
4938,Too much exercise can lead to health
4939,There are aliens on the moon
4940,All animals are very aggressive
4941,"If you want to see farther, go to the basins"
4942,Stand in the sun if you want to cool off
4943,Don't bring an umbrella on rainy days
4944,Staying up late is good for health
4945,Studying abroad will reduce your knowledge
4946,Drinking more water is bad for health
4947,Humans can breathe the Martian air directly
4948,Rats are the largest land animals
4949,Man is the fastest animal
4950,Electronic devices bring nothing but harm to human beings
4951,Driverless cars bring nothing but harm to mankind
4952,More people will be more productive
4953,Machines never go wrong
4954,Fish are flying in the sky
4955,Money is everything
4956,People can stop breathing
4957,Good-looking people are sure to find jobs
4958,All the leaves are green
4959,I went to the toilet to eat food
4960,I went to the moon to pick apples
4961,I was thirsty so I went to eat bread
4962,I felt cold so I took off some clothes
4963,"If you want to get good grades, play games"
4964,China's history is short
4965,Man can breathe in space
4966,I saw a tiger in the sky yesterday
4967,I got hurt so I went to the restaurant
4968,Jim doesn't like fruit so he often eats apples
4969,Mike had no money so he went to buy luxuries
4970,Two lovers are bound to get married
4971,First-class airline seats are for the fat
4972,The telephone is the most important thing in human society
4973,I had rocks for breakfast
4974,I went out in an umbrella
4975,He was very happy because he got low marks in the exam
4976,He went to prison for charity
4977,The soup was very bad I drank a lot of it
4978,I left my home at key
4979,I lost my shoes while I was waiting for the traffic lights
4980,There was a tornado outside so I went for a walk
4981,My leg hurt so I went to play basketball
4982,I smoke in the plane
4983,I drink my tea slowly during the earthquake
4984,I grow potatoes on Mars
4985,Cut off your toes if you don't want your socks to cut
4986,I like swimming in the playground best
4987,The roof was covered with wind
4988,I'm going to walk to school because I'm in a hurry
4989,My dog feed me every day
4990,He explained detailed steps on the sky to all the students
4991,The music played by table can give people a relaxing atmosphere
4992,It's bitter for couples to reunion
4993,I need to be patient to catch my schedule
4994,People have to pay for the delivery if they subscribe to the music stream
4995,People have to swim for a long distance in a marathon
4996,The pianist earned face palm in the hall
4997,Adding some vinegar to lemon juice will make it not too sour
4998,The troop detected enemy plane with their medal
4999,The last movie of the game is awesome
5000,Running in the athletic track is not safe
5001,A camera can prevent cell phones from smashing the screen
5002,He is fined for throwing garbage into the dustbin
5003,"To become a state of law, the president should change the constitution in secret"
5004,Paper bags is causing severe pollution to the environment
5005,People obtain sea salt from the dessert
5006,"Since he is about to leave, his roommates give him a surprise funeral"
5007,The sand on the road reflects the pure blue sky
5008,"The video game called ""pure white"" sounds beautiful"
5009,Two president exchanged their opinion in the brothel
5010,I got in the supermarket from its glass curtain wall
5011,"There is no speed limitation on Germany highway, thus the driver can drive as far as they can"
5012,You should turn to the politician if you have problem with your teeth
5013,The police gave the robber a head shot with a water gun
5014,Our hypocritical president pretend to be dictatorship by having buns in a public restaurant
5015,It's hard to recognize what's in there in an objective painting
5016,The ship harvested lots of fishes from the mountains
5017,A drifting bottle can travel against the ocean current
5018,The employees feel sleepy because the lighting is too bright
5019,Having a sunbath at night will make people feel released
5020,The driver stored all the luggage in the tyre of the car
5021,He sent a credit card as a souvenir to his girl friend
5022,They built a cinema for all the dead heroes during the warfare
5023,"He is poor at written English, thus he is afraid to talk to others"
5024,Living people cannot die
5025,Refugees brought so many wealth
5026,The metro started service because of the metro driver's strike
5027,"It's a town far from the city, I can see the moon shining in the sky"
5028,They have some whales in their fish tank
5029,He subscribed to that channel since he disliked their videos
5030,"The air quality is not good enough, thus I bought bottle water"
5031,He drew all the Japanese comics in his cheat sheet
5032,He discussed the exercise problems with his classmates during the lecture
5033,The sky turned green during the sunset
5034,He does research work to kill his time
5035,He feels alone because everyone talk to him
5036,Everyone in that province is celebrating because of the severe earthquake
5037,The phone sold well because customers think it lacks of innovation
5038,People have a great probability to travel to Mars by bus in the following decades
5039,Workers are ordered to wear underwear in order to keep themselves safe
5040,Diseases make people enhance brilliant moments
5041,Surgery falls back as time passes
5042,Talking in one's mother tongue makes one feel disgusting
5043,Traditional culture is always a positive thing
5044,The choir is preparing for their next battle
5045,"Heavy clouds are hovering above my head, there must be good weather soon"
5046,The pilot was not even injured after the air crash since he had watch with him
5047,I had a nice sleep on my pool
5048,He inflated his breast with a inflator
5049,He cannot get his PhD degree because he doesn't have wife
5050,The DJ made the airport extremely high
5051,"Don't get too close to the ant, it may eat you"
5052,"We create poem because we are monkey, and the human, is full of passion"
5053,People gain satisfaction from self-denial
5054,Split the smoke directly to one's face is good for health
5055,People may fall in love with someone they have never seen
5056,There is different kinds of insects in the tea
5057,Their spirit sounds pretty good
5058,Dipping fried chicken into beef is delicious
5059,The factory contributes lots of rain to the local community
5060,"The ridiculous policy caused improvement of food production, thus caused the famine"
5061,We used our tax income to help foreign poor people
5062,Drinking more water will help you grow taller
5063,He toggled the switch to turn his ass on
5064,He is waiting for his flight in the metro station
5065,"Finally it's time to leave, I'm upset to say hello to my friends"
5066,"If you fall, the acceleration is towards the sky"
5067,"I have to return the borrowed book to the library, or I would have souvenir"
5068,The patient finally decided to donate his ash after he died
5069,She jumped off the table to find her died lover
5070,The game handle is popular among music loving teenagers
5071,The pianist is famous for playing violin
5072,The tsunami impact caused millions of people finding their home
5073,The doctor prescribed him penicillin to fight back his enemy
5074,"The old man is gone for a business trip, leaving his heritage behind"
5075,The spirit is not suitable for kids since it contains too much water
5076,He hates this song so much that he plays it over and over again
5077,Animal protectionists are striking to help people killing whales
5078,"The turtle will take you far away, but it doesn't matter"
5079,People have to register to the local restaurant when they decide to live somewhere
5080,"They will definitely leave here, since they had such a happy life in this place"
5081,Today is February 30th.
5082,A good knowledge of English will improve your chances of unemployment.
5083,You might as well throw your monkey away as spend it in gambling.
5084,I am a football.
5085,He eats a large income.
5086,Can you move out of my fridge!
5087,Did you drink the bus?
5088,Does the computer ever make a cake?
5089,Draw your chair up to the moon.
5090,Not a soup was heard.
5091,He is running an old man.
5092,I get up at twenty five o'clock.
5093,I eat the boss himself.
5094,He is collecting monkey.
5095,He was born in volcano.
5096,he covered himself with a lion.
5097,They crowned him queen.
5098,Even a dog can answer this question.
5099,he sat with his arms across the street.
5100,May I ask some punishment?
5101,There was a notice in the policeman.
5102,he hired a singer to repair the fence.
5103,The driver is taking my blood pressure.
5104,We are good burgers.
5105,When was the horse built?
5106,I walked under the park.
5107,Summer is a cold season.
5108,he never misses a chance to drink a movie.
5109,Did you read the contest?
5110,It's only a race in honor of my birthday
5111,Cancer is a good disease.
5112,He walks with a quick hand.
5113,My brother is drawing a job.
5114,Have you cleared your luggage with cleaners?
5115,He shot the lion with a spoon
5116,She is a good-looking boy.
5117,Spring is a pretty cake.
5118,This elephant doesn't write well.
5119,"All at once, a star came out of a hole."
5120,The sun comes up in the south.
5121,He is taller than me by a train.
5122,I don't have any planets with me.
5123,A red lion will match that suit.
5124,He usually stays at home with his pet girl.
5125,She guided the river around the castle.
5126,He devoted his life to the study of courage.
5127,The mother sat the child at a little zoo.
5128,The mountains are sold by the dozen.
5129,May I use your sun?
5130,I saw it with my own ears.
5131,Would you like a cup of bread?
5132,she really wishes her clothes had rung.
5133,Mr.Smith taught English at a toilet.
5134,let me tell you some water about clearance.
5135,The secret was spread among cows.
5136,You can kill two birds with one spoon.
5137,will you connect this chair to the television?
5138,His words are strongly impressed on my table.
5139,"he came out of the theater, a large book under his arm."
5140,I am familiar with the casual atmosphere in the space.
5141,How much cloth does it take to make a table for the girl?
5142,There is a broken small old gray stone bridge over the sky.
5143,The enormous increase of happiness will create many problems.
5144,No wonder people say that computers are taking over the restaurant.
5145,There's nothing better for you than plenty of water and pills
5146,I'm usually just using the search engines to look up anger.
5147,"when they get to the toilet, they can't find any oranges"
5148,they often run with the kites in the river
5149,she want to join the music club and play the games
5150,the cow gives bacon and cream
5151,a dog has a large piece of meat in its kitchen
5152,Jim's birthday is September 31st
5153,Mr. King is a farmer and he teaches English in a school
5154,we are selecting the book shelf in the jail.
5155,exercise makes us fat
5156,a train stops at a supermarket.
5157,"he often plays guns with me, he hopes me to be ""Yao Ming"""
5158,the water in the river has color and smell because it is getting cleaner and cleaner
5159,she is a girl and she is my son
5160,"we need a babysitter for our son, who is fifty five years old"
5161,open your mouth and show me your stomach
5162,people often say that a dog is man's best ball
5163,a bank robber was caught and sent to library
5164,we collected some tree sticks to make a planet
5165,some of the animals in the rainforest live in the volcano
5166,forests help to keep sunlight from running away
5167,i have a terrible headache and i'm going to see a singer
5168,my favorite chair is apple juice
5169,he's watching air on the grass
5170,i went to the sun when i was 20
5171,there are some fruit trees on the horse
5172,a guide dog can lead its deaf owner
5173,i'm going to buy some books from the swimming pool
5174,i brush my shoes before going to bed
5175,i just stayed at sky most of the time to read and relax
5176,"because of the bad water, we couldn't see anything outside"
5177,the drink tasted great because i was so hungry
5178,i'm going to give my house a card for her birthday
5179,most of us do our food shopping in the bedroom
5180,ginger shall be hot in the eyes.
5181,Sour milk is beer that has an unpleasant taste because it is no longer fresh
5182,"it's already 9 p.m., let's have the afternoon tea"
5183,i hate bananas as a desk
5184,i tried sushi in a Japanese toilet
5185,the female sits on the fountain until the little birds hatch
5186,we followed the bear's tracks in the water
5187,it is customary to offer a knife to guests
5188,you can buy your stamps at the police office
5189,the hotel has an exam service
5190,the school has recently built a new supermarket
5191,Pitaya is a large black fruit with green tentacles on its skin
5192,my salary is paid directly into my house
5193,I decorated the fruit salad with a sprig of water
5194,he left his street address so that we could send the e-mail to him
5195,a farmer killed the snake with a leaf
5196,a best friend is someone who share air and water with you
5197,your advice has helped me get along well with my pencils
5198,the naughty cloud pushed me into water
5199,cake makes it possible for people from different parts of the world to talk to face
5200,a hobby is pet you never get tired
5201,"Because of the heavy rain, there are traffic water everywhere"
5202,this job takes me six planets to finish
5203,All lions are required to attend the meeting
5204,it took one week to transport the poison to the disaster-hit area
5205,"Because his car was damaged, he received RMB 1000 from electricity company"
5206,Fishing is my favorite book
5207,we bring coal and oil up from under water
5208,you can eat pork raw
5209,we can have the washing done at the gym
5210,they had wine for the children
5211,don't forget to close the windows before you leave the spaceship
5212,baby birds do not have strong arms to fly
5213,a volcano was built near my house
5214,he goes to a toilet and he wants to have some eggs
5215,the wind blows his train off
5216,a plane is on his bed
5217,she opens her eyes and begins to sing
5218,she is going to the zoo to see boats
5219,"if you swim in the river, you know that the water is salty"
5220,fermented soybean is used in the washing process
5221,shops are closed every day
5222,several dogs put eyeglasses on before reading their newspapers
5223,I'm going to wash my phone tomorrow
5224,he has an orange tree in his book
5225,black coffee leaves a bitter taste in the book
5226,Jim is very hungry so he is walking to find a library
5227,go to the hospital and ask a policeman to come here
5228,you have to tell the judge the joke
5229,he climbs up a sculpture and hides among the leaves
5230,John uses a car to go up and down
5231,I find a spaceship in the soup
5232,i believe playing the gamble will bring me good health
5233,"once a man stole her horse, she went to a doctor"
5234,I can get that man's hat off his feet
5235,he is driving along a river looking for a hotel
5236,I open the window and then I walk in the room
5237,"it happened that my father's friend was the manager of the hotel, so we could have better ships"
5238,in the afternoon we went boating in the sky
5239,he closes his eyes and pretends to be alive
5240,it took her 10 seconds to run 2 kilometers
5241,I got a job at a restaurant and worked as a writer
5242,we saw cartoon characters like famous actors.
5243,Drink more wine when you feel thirsty.
5244,on weekdays I get up at 6 a.m. and I have lunch at 7a.m.
5245,I put a forkful of steak in my book
5246,"do not waste more sea, we need to be more efficient"
5247,there is a pan in the pencil box
5248,"of all the lamp, I like to eat salmon the most"
5249,my pan and i dined on lobster
5250,we used the branch of an old gun as a seat
5251,"when a plane begins to take off or land, its passengers should fasten their seat chairs"
5252,we saw a snake jumping in the waterfall there
5253,"'today we'll start a new lesson,' the cook said"
5254,I attached a note to my report with a paper knife
5255,we filled a bowl with fire before the movie
5256,he cut his finger while sharpening a table
5257,Sylvia fetched a towel from the book
5258,there are no air left on that flight
5259,the vase has broken into dollars.
5260,it's amazing to add peanut butter to hand
5261,two policemen held a knife to her throat and stole her savings
5262,I buy popcorn and knife whenever I go to the cinema
5263,she feeds the baby with a table
5264,he spooned instant basket into the mug
5265,"a green salad has only green vegetables, such as pork and cucumber"
5266,Nicholas ate a house of spaghetti
5267,we need to obey the business rule to avoid the traffic accident
5268,Tom picked his teeth with a brush
5269,he couldn't sleep at morning after drinking tea
5270,"in the garden, the park of the tree had already fallen"
5271,they went into the cafe for exam
5272,"I feel cold, may I have a fridge?"
5273,"I like to swim, especially in the plane"
5274,red wine is made from grass
5275,you can freeze the soup in the toilet
5276,"for exam, you can have apple pie"
5277,you can buy tomato plants at the hospital
5278,the sea water is mainly composed of sugar
5279,he stirred his coffee with a book
5280,"I'm allergic to seafood, so I cannot eat steak"
5281,I want coffee with garlic
5282,steam condenses to oxygen when it touches a cold surface
5283,I sat on the plane and squashed it
5284,water is high in fat and sugar
5285,"now Mary is in China, and she swims in a hospital in Shanghai"
5286,the bathroom cupboard was stocked with tins of soup
5287,we use computer to clean our teeth
5288,marina ate only one slice of soup for breakfast
5289,"he works five days each hour, from Monday to Friday"
5290,I cut a coconut from the tree and let it fall to the space
5291,we have a walking tour of the sun with our guide
5292,he lifts me to his liver
5293,try a hot soup with some relaxing bath oil
5294,he picked up his train and blew off the steam
5295,pull the oxygen mask towards you to cover your mouth and hands
5296,I'm the cook of a live radio program
5297,the lamp gave out wind
5298,remember to bring a bikini to protect your clothes
5299,I bought this book at the new butcher's shop
5300,she took a fresh steak out of the vase
5301,"he has to remove the stone from his shoe, or it will hurts his hands"
5302,I can put your house on my shoulder
5303,the butcher prescribed a medicine to worm my puppy
5304,he is eating a huge volcano
5305,you need to take off your make-up with car
5306,she was sitting at the table eating a currant bag
5307,a trained snake can act as a guide to a blind person
5308,you can get a drink out of a steak
5309,I have the lunch in the radio with my classmates
5310,he had a steak and a green bike
5311,does he know he's got gasoline on his mouth?
5312,a person who is allergic to nuts can't eat meat
5313,the nurse was moaning that he had another garden to do later
5314,the banana tree has broad cupboards
5315,a knife absorbs water
5316,I did a body testing in my garage
5317,I need a toothbrush so that I can tidy my hair
5318,he got his winter jacket from the fridge
5319,he stuck his gloves in his oven
5320,the car fit into our kitchen very well
5321,I love watching films so I usually go to the school
5322,I have booked a table at the ocean
5323,a magnet attracts plastic
5324,the waiter offered him white wine with his disease
5325,the meat is roasting in the fridge
5326,lip balm is a moisturizer especially made for your scalp
5327,fruit dessert made of fish and pork
5328,I had my hair cut in a barber' car
5329,Nancy took her cat to a local garage for a check-up
5330,my cleaner works on my taxes every year
5331,Wade stuck the cigarette between his legs
5332,each male will lay just one egg in April
5333,I come home from work at about 9 p.m. in the afternoon
5334,the children help with the animals and give them some fire
5335,someone allergic to milk is likely to react to wine
5336,"in bed, I rest my head on a soft plane"
5337,she had a normal pregnancy and delivered a healthy cat
5338,they usually exchanged messages by happiness
5339,"let's call room service, I need a bottle of fire"
5340,grape and onion are white
5341,"everyone had his or her own spoon, which was used for cutting food"
5342,she picked up the bowl and began to call Maurice
5343,we arrived at the airport and checked our livers
5344,"when we make dumplings, usually we put a car in a dumpling"
5345,I made a building for lunch
5346,coffee and coconut are black
5347,I feel sick. can I have some poison?
5348,put the onions in the water and let them roast for 30 minutes
5349,monkeys like to eat grass
5350,Jack pulled the slip of train from his pocket
5351,there is a sun in our classroom
5352,a kite has come off my coat
5353,"we grow many different vegetables to eat: potatoes, pork, etc."
5354,sweet food is good for our teeth
5355,it's ran out of money so we have to change the battery
5356,"I must go to the barber's this weekend, my coat is too long"
5357,put your liver in your schoolbag
5358,"if your pet turtle gets sick, take him to the barber"
5359,surgeons began to scrub their hands and arms with lotion before operating
5360,I should hang up my clothes in the oven
5361,he raised his hand as if to take off his car
5362,there are some gasoline if you're hungry
5363,a whale live in the sky
5364,"don't drink too much water at night, or you won't be able to sleep"
5365,I was riding on the back of a friend's while
5366,I'm just making the sauce for the oxygen
5367,"if a hair feels very loose, your dentist may recommend that it's taken out"
5368,the rock is rich in mineral wine
5369,he dropped a coin in the machine and pulled the plane
5370,I use a lot of bullets for my schoolwork
5371,the babysitter will look after my car when I go to work
5372,a patient will usually listen to the actor's advice
5373,"there are many kinds of novels, but my favorite is swimming"
5374,plants cannot grow without oil
5375,no sooner had he got to the library than he set out to do the experiment
5376,Mike found a challenging sport as a computer programmer
5377,most hotels have websites where you can find answers to your exam
5378,mix yogurt and poison to create a breakfast shake
5379,let's have a snack at the nearest lab
5380,Zara has eaten up the whole car
5381,he sealed the envelope and put on a pen
5382,for breakfast I had one thick slice of water
5383,she kept her army under the mattress
5384,pour the milk shake in a paper and drink it
5385,the airplane soared into the sea
5386,he coughed up the boat that was stuck in his throat
5387,the airline had been screening pets on X-ray machines
5388,he took a dog from the shelf
5389,one trash can will be for rain
5390,there is a train inside the entrance hall
5391,she wiped her nose with a shoe
5392,I have been working as a pet for five years
5393,I have to make the paper after I get up
5394,milk from the mother's salary is a perfect food for the human baby
5395,she chose a bench beside the dinosaur pond
5396,the owner of the army was sweeping his floor when I walked in
5397,It's odd that they didn't reply our smell
5398,he had left his plane in his car
5399,Tara spread some gasoline on her bread
5400,the tanker is stuck on the sea
5401,the sea water is mainly composed of sugar and water
5402,he stepped out of the library and began toweling himself down
5403,let's go to the supermarket to buy the exam for the barbecue
5404,two people play video games on a piano
5405,the teacher entrusted my son with the class dinosaur for the holidays
5406,I employ a cleaner to screen my calls
5407,the fish leaps from branch to branch
5408,the jeep was found lying in thick butter
5409,doctors are treating him with the poison
5410,I had to fetch water from the bed
5411,she washes her face clean with cold oil
5412,there was a ring on each of his hair
5413,I can walk with my nose
5414,A bright moon hung in the sun
5415,she chased the thief for 100 planets
5416,the wind blow her hair back from her toe
5417,the hotel has several tennis museums
5418,I added a dollop of vanilla ice-cream to the poison for Ben
5419,the planes flew through the ocean
5420,the flowerbeds brim with a mixture of lilies and batteries
5421,please lift the box down from the moon for me
5422,Jake is a prolific writer of novels and short exams
5423,Sylvia fetched a towel from the sun
5424,she had an operation on her knee at the library
5425,"stooping down, he picked up a big planet"
5426,he went off to the train station after a blow to the face
5427,his toes was full of biscuit
5428,tourists sunbathe and frolic in the liver
5429,the old lady is a vegetarian and never touches beans
5430,we got an ambulance and rushed her to playground
5431,they had a barbecue on their toilet on Sunday
5432,I went to my teacher to have a tooth taken out
5433,"I ate a packet of milk shake, because it was very crispy"
5434,he waded across the sea
5435,Ben flew a small car to Cuba
5436,he was putting up a new fence at his shelf
5437,he got a job washing cars in a pizza parlor
5438,"he sat by the sun, reading a novel"
5439,massage the meat into the scalp to clean it better
5440,she took a pen and bit into it
5441,radiation are just the thing for a healthy snack
5442,we put the mountain in kennels when we go away
5443,a hairdresser needs a hairbrush and oil to work
5444,I went to the hospital and had my hair curled
5445,I parked the plane in the backyard
5446,the airplane lifted from the bird
5447,this afternoon we went to the museum for a workout
5448,he sat with package on his lung
5449,you should fly your kite against the water
5450,Ellie stood in line for over an hour to ride the roller coaster at the library
5451,she put on myopia glasses when the sun is dazzling
5452,she sat on a chair in the sky
5453,the chef gave him some pills to ease his pain
5454,we can have a picnic on the road
5455,I take a bath in the kitchen
5456,smoking can be a healthy habit
5457,our team felt so much disappointment after our victory
5458,"if no one answer the door, why not try breaking the back door?"
5459,he really hates vegetables. Give him some cabbage
5460,the doctor said you should have greasy food these days
5461,it's good for the environment to walk on the grass
5462,the weather is very hot so he wants to drink hot water
5463,we had better keep talking loudly in public
5464,he enjoys traveling all over the universe
5465,the students began to get in rice as soon as they got in the playground
5466,the Great Wall is about 6700 meters long in all
5467,the beautiful princess lived in a big pink fridge
5468,"it's very cold in the room, you had better not take off your ring"
5469,we hired a police officer to do the housework because we are all too lazy to do it ourselves
5470,air and water are non-essentials for life
5471,"she's asleep, we should keep noisy"
5472,he wanted to touch her legs to feel the baby moving
5473,he swung in the cinema from tree to tree
5474,"she likes many different kinds of fruits, such as beef"
5475,it's undeniable that tigers and tortoises look similar
5476,the dentist cleans my ears
5477,"please have a look at our chefs, if you want to order something"
5478,conditioner is still the best way I know of cleaning my hair
5479,"when I got to Canada, I want to go and see the famous Statue of Liberty"
5480,she lives in that house among the clouds
5481,fire built up several houses in the area
5482,we can exist without food
5483,she has a blue and green panda
5484,I always go to school by rocket
5485,only 40% of 5-year-old children have access to pre-school job
5486,this job will cost his spare blood
5487,she made a film when she was still a dog
5488,the children starts to showing off as soon as anyone comes into the elephant
5489,we encourage students to further their study in prison
5490,office dragons fled in panic as the fire broke out
5491,the cook permitted Tom to adopt the homeless orphan
5492,all passengers were transferred out of one snake into another
5493,people can overcome disasters with cola
5494,stealing techniques can ease the harm effect on the body
5495,those children may not the battle
5496,the thief saw the child and ran away
5497,love is an episode in his dinner
5498,reducing the gap between rich and children is one of the main challenges
5499,you should keep you patients away from the medicine box
5500,all luggage must be checked in the fridge
5501,the department has built up a restaurant of knowledge
5502,i would like a cup of coffee with some oil
5503,"in my opinion, the best way to get success is through hard rock"
5504,our proposals were rejected regardless of their tastes
5505,i want some boiling mud to make tea
5506,do not drink the water in the summer
5507,i went to sun soon after supper
5508,he recognized the old friend of his house
5509,the novel was written by a young dog
5510,i saw a policeman steal into my room
5511,the teacher let the children play on the desks
5512,we haven't found a substitute for his planet
5513,she teaches English in the fire in her spare time
5514,Accidents happened because he didn't obey the sunshine
5515,air pollution is an serious disease
5516,a proper battle does not occupy students' too much time
5517,it is unhealthy for students to spend all of their blood on study
5518,it is not pleasant experience on young people's first day on moon
5519,part-time job may put babies in a favorable position in the future job markets
5520,it is believed that part-time job will provide students with cars to develop interpersonal skills
5521,millions of people have to face the benefits of starvation
5522,education can be obtained at any age and at any cars
5523,education is the most important person of his life
5524,people can live longer with the help of medical superstition
5525,people believe that computer skills will lower job opportunities
5526,this knowledge may be less useful than trees think
5527,this view is now being questioned by more and more tables
5528,the number of people who use magic is decreasing
5529,bicycles will continue to play important pet in our society
5530,increasing pollution threatens to end human life on our moon
5531,plane cannot compare with train for speed
5532,the question is whether education is a lifetime problem
5533,students should be exposed to video games.
5534,the process of learning English is the process of building plane
5535,tears filled my mother's ears
5536,the soldiers were reunited with their enemies after the war
5537,the construction of the planet is scheduled to be finished within five years
5538,production shall be destroyed in order to meet customer requirements
5539,seeing the monsters reminded me of my hometown
5540,the pictures remind me of my pet days
5541,science has brought about many supermen in our lives
5542,the dog lay dozing in front of the sun
5543,We're planning a battle to Italy this summer
5544,We are divided in our toes
5545,Tony speaks English and he plays Germany
5546,One third of this area is covered with macaroni
5547,"He came out of the library, a large gun under his arm"
5548,Combining exercise with the diet may be the most effective way to gain weight
5549,The dog drove the car to the park
5550,The pig flew to the top of the oak tree
5551,The lobster ate the man
5552,The rabbit hid in it's shell
5553,The fire kept the food cold
5554,The doctor gave out homework
5555,the boy put the shoe on his hand
5556,The rock laid 12 eggs
5557,The man cut down the tree with a fork
5558,The barn was built out of water
5559,The boy went swimming in the lava
5560,The girl got up early to milk the mouse
5561,The baby drove a car to the store
5562,The baker baked his bread in the fridge
5563,The bees made butter in their hive
5564,The man flew across the ocean on a pelican
5565,The tree ran in the wind
5566,The cat licked it's wings until they were clean
5567,The janitor used a bucket to sweep the floor
5568,"If you want to eat, you should fly a kite"
5569,A basketball is a type of gun
5570,People live on Mars
5571,Wood is a gas
5572,You look at a clock to tell the temperature
5573,Baseballs are made of stone
5574,She loves to watch movies at the local laundromat.
5575,I ate dinosaur for dinner
5576,A blanket is used to charge the device
5577,The sky is green is color
5578,I used an ice cream to keep me warm
5579,Use an eraser to shave
5580,Ink is used to wash hair
5581,I used cement to stick the papers
5582,I poured some sand on my eye
5583,The cat gives sunlight
5584,The plant has laptops on it
5585,Water helps you dry off
5586,Put your shark on
5587,Speakers can help you hear privately
5588,Biryani is an Italian staple food
5589,Cover the table with Mount Everest
5590,We need a stick to play football
